,name,postcode,borough,latitude,longitude,price,rating,popularity,distance_metro,distance_police,number_of_crimes
493,Salmon & Ball,E2 0EA,London Borough of Tower Hamlets,51.527324,-0.055883,1.0,5.1,0.9438202770341054,60.47628067255148,183.50603518547788,234
495,The Andover Arms,W6 0DL,London Borough of Hammersmith & Fulham,51.496998,-0.232748,1.0,8.6,0.9542847165638458,369.42145770018186,653.6764614174316,74
496,The Chancellors,W6 9RL,London Borough of Hammersmith & Fulham,51.488556,-0.226965,1.0,8.2,0.9235781631940404,508.0141005917465,698.9930334278058,156
497,The Black Lion,W6 9TJ,London Borough of Hammersmith & Fulham,51.490238,-0.241788,1.0,8.2,0.9509579792806424,604.6962658184842,729.6296530330283,38
498,The White Horse,SW6 4UL,London Borough of Hammersmith & Fulham,51.474384,-0.200304,2.0,8.8,0.9849237574205564,132.9097933794337,568.0482561126399,63
499,The Jameson,W14 0HR,London Borough of Hammersmith & Fulham,51.497232,-0.216306,1.0,7.7,0.9312629495984168,487.25568098159647,616.4159076560363,137
500,The Cross Keys,W6 9BG,London Borough of Hammersmith & Fulham,51.492039,-0.24262,1.0,7.8,0.9327598649749738,405.9334498143385,937.8488994015604,58
501,The Fulham Mitre,SW6 7DU,London Borough of Hammersmith & Fulham,51.479955,-0.202695,1.0,8.1,0.961208241182633,542.7983939748324,196.5923824621036,161
502,The Eagle,W12 9AZ,London Borough of Hammersmith & Fulham,51.50069,-0.239396,1.0,7.8,0.9769852170876498,769.0545177249153,925.2894850585895,75
503,The Captain Cook,SW6 7QY,London Borough of Hammersmith & Fulham,51.481087,-0.209699,1.0,7.8,0.9682155744383656,870.0382920365271,697.6747892702435,116
504,Elephant & Castle,W8 4LT,Royal Borough of Kensington and Chelsea,51.503067,-0.193444,1.0,8.2,0.9594063554883016,311.87525474196445,705.3412117407026,109
505,The Kings Head,SW5 0QT,Royal Borough of Kensington and Chelsea,51.493307,-0.192678,1.0,8.1,0.9623326737283204,216.02692328570436,387.09563154494265,204
506,The Half Moon,SW15 1EU,London Borough of Wandsworth,51.467285,-0.21998,1.0,8.4,0.9789849842858804,788.8539246948923,584.3288049436841,79
507,The Rutland,W6 9DJ,London Borough of Hammersmith & Fulham,51.489811,-0.231332,1.0,7.4,0.98145966709347,569.5663041510445,728.5087445622871,145
508,The Builder's Arms,W8 5BJ,Royal Borough of Kensington and Chelsea,51.499354,-0.18837,2.0,8.2,0.9669374927249448,296.8640281736483,692.1436870755322,140
509,The Defectors Weld,W12 8AA,London Borough of Hammersmith & Fulham,51.505349,-0.224392,2.0,7.7,0.9845303224304504,150.01221875076405,351.2553145220325,285
510,Mitre,W11 3QY,Royal Borough of Kensington and Chelsea,51.507812,-0.204213,1.0,7.9,0.969381911302526,112.43352650350688,116.97653285460396,60
511,The Windsor Castle,W8 7AR,Royal Borough of Kensington and Chelsea,51.506288,-0.198635,3.0,7.9,0.9686043533930858,345.37719926909733,414.1363789531903,85
512,The Raven,W6 0SA,London Borough of Hammersmith & Fulham,51.495303,-0.244582,1.0,7.5,0.9640530788033989,118.60125370719364,913.873350856598,36
513,Hollywood Arms,SW10 9HX,Royal Borough of Kensington and Chelsea,51.486182,-0.184181,1.0,8.0,0.96468862763357,735.1330286396277,527.5636091036142,123
514,The Devonshire Arms,W8 6LA,Royal Borough of Kensington and Chelsea,51.496827,-0.19265,1.0,7.7,0.9829053660807822,391.8305746936626,363.2659905385592,177
515,The Mall Tavern,W8 4RU,Royal Borough of Kensington and Chelsea,51.50867,-0.193984,2.0,7.9,0.966432312885578,164.12559405093273,640.2376197406518,98
516,The Blackbird,SW5 9AN,Royal Borough of Kensington and Chelsea,51.491865,-0.192271,1.0,7.7,0.9907787219182864,119.48446969021415,294.92560270862765,207
517,The Duchess of Cambridge,W6 0XF,London Borough of Hammersmith & Fulham,51.498584,-0.243877,1.0,7.5,0.9743661971830986,436.2014450174861,1132.8437241966817,34
518,Fox & Pheasant,SW10 9UJ,Royal Borough of Kensington and Chelsea,51.481956,-0.187751,1.0,7.9,0.9492538703294146,525.7445472848524,488.3370880284663,158
519,The Tommy Tucker,SW6 2DR,London Borough of Hammersmith & Fulham,51.478848,-0.192838,1.0,7.8,0.9701501571411942,217.1482790827452,498.1162129534674,154
520,The Rose,SW6 2AF,London Borough of Hammersmith & Fulham,51.476892,-0.189539,1.0,7.8,0.962914678151554,531.9363102445009,777.0884444462973,92
521,The Hillgate,W8 7SR,Royal Borough of Kensington and Chelsea,51.507903,-0.197655,1.0,7.7,0.9465044814340589,156.97886235777872,395.4860334909042,97
522,The Champion,W2 4LW,Royal Borough of Kensington and Chelsea,51.509991,-0.192358,2.0,7.8,0.9736701198929112,292.08780113645327,766.9555365491706,157
523,The Atlas,SW6 1RX,London Borough of Hammersmith & Fulham,51.486058,-0.196066,1.0,7.4,0.9695751367710396,123.67373310516784,288.4236030077349,130
524,The Duke of Wellington,W11 2ED,Royal Borough of Kensington and Chelsea,51.515251,-0.204831,2.0,7.7,0.978931439878943,492.4348903868072,403.3047539881061,185
525,The Bricklayer's Arms,SW15 1DD,London Borough of Wandsworth,51.46612,-0.217116,1.0,7.7,0.9609358631125596,641.6697984629188,347.8837693878613,111
526,The Bull's Head,SW13 9PY,London Borough of Richmond upon Thames,51.473719,-0.251053,1.0,7.7,0.937194738680014,2382.405334266951,6.657322491573154,10
527,The Coach & Horses,SW13 9LW,London Borough of Richmond upon Thames,51.473549,-0.250057,1.0,7.7,0.9679012920498196,2393.04606886086,72.45594247979052,13
528,The Elgin,W11 1PY,Royal Borough of Kensington and Chelsea,51.516247,-0.208991,2.0,7.6,0.976133162612036,189.26557875933196,94.98361913425784,182
529,Duke on the Green,SW6 4XG,London Borough of Hammersmith & Fulham,51.472633,-0.199534,1.0,7.6,0.971013851705273,304.621019430837,762.8050356828677,52
530,Warwick Arms,W14 8PS,Royal Borough of Kensington and Chelsea,51.495253,-0.203128,1.0,7.1,0.983582819229426,459.1923127086264,204.7540150617901,142
531,The Dukes Head,SW15 1JN,London Borough of Wandsworth,51.467371,-0.216999,1.0,7.5,0.9744034454661856,585.3465834098948,442.16556562746746,84
532,The Dartmouth Castle,W6 0LS,London Borough of Hammersmith & Fulham,51.49455,-0.227271,1.0,6.7,0.9631707600977768,98.84789677150776,217.2163250344235,260
533,The Albion,W14 0QL,London Borough of Hammersmith & Fulham,51.49442,-0.21279,1.0,6.8,0.9091933418693982,353.7836335806407,474.94566658027327,106
534,The Swan,W6 0DZ,London Borough of Hammersmith & Fulham,51.49309,-0.224951,2.0,6.5,0.9774997089977884,141.09825547062326,176.1218538307939,251
535,The Duke of Clarence,SW5 0BE,Royal Borough of Kensington and Chelsea,51.490911,-0.182595,1.0,7.4,0.925226399720638,754.9455154307068,920.8587245846004,88
536,The Castle,W11 4UA,Royal Borough of Kensington and Chelsea,51.506922,-0.207043,1.0,7.1,0.9480246769875452,109.8322472970026,327.46944013154024,49
537,The Eight Bells,SW6 3JS,London Borough of Hammersmith & Fulham,51.468072,-0.210168,1.0,7.3,0.9410080316610406,115.6107933093904,478.11806558098925,69
538,The Old City Arms,W6 9DA,London Borough of Hammersmith & Fulham,51.489439,-0.228902,1.0,6.6,0.9392480502851822,529.3551298441467,661.0807172817093,179
539,The Goose,SW6 1NL,London Borough of Hammersmith & Fulham,51.485,-0.202476,1.0,7.0,0.9814061226865324,571.5704178587539,325.2944340211247,149
540,The Kings Arms,SW6 4RN,London Borough of Hammersmith & Fulham,51.469109,-0.209998,1.0,7.2,0.9631102316377604,94.87125313118172,588.4730356426361,34
541,The Prince Albert,W11 3HQ,Royal Borough of Kensington and Chelsea,51.509534,-0.19749,1.0,7.2,0.9723175416133164,100.61662766450236,409.03533536933816,100
542,The Sun Inn,SW13 9HE,London Borough of Richmond upon Thames,51.473637,-0.247075,1.0,7.2,0.9317401932254684,2369.0255557966334,277.8884808397535,13
543,The George & Devonshire,W4 2QE,London Borough of Hounslow,51.486394,-0.252081,1.0,7.0,0.9454592014899312,982.44696736734,757.078833943424,37
544,The Crown,W4 1PD,London Borough of Hounslow,51.492774,-0.256828,1.0,7.0,0.9484413921545805,325.7483078579111,34.23748022300388,71
545,The Lamb,W4 4PH,London Borough of Hounslow,51.491775,-0.261921,1.0,7.1,0.9695076242579443,566.1953318204082,261.0718736354792,65
546,The William Morris,W6 0QA,London Borough of Hammersmith & Fulham,51.493068,-0.225422,1.0,6.3,0.9900523803980912,130.38003369912005,191.2923677954333,267
547,The Tabard,W4 1LW,London Borough of Hounslow,51.495816,-0.254684,1.0,6.9,0.9727645210103596,86.40735394572744,403.4654885244248,53
548,The Sindercombe Social,W12 8QD,London Borough of Hammersmith & Fulham,51.5032,-0.224045,2.0,6.5,0.9619089745082062,287.82818769365025,492.532072307752,290
549,Famous Three Kings,W14 9NL,London Borough of Hammersmith & Fulham,51.490654,-0.206557,2.0,6.4,0.9805866604586196,88.37278201359803,450.5706175736742,173
550,The Stanhope Arms,SW7 4SS,Royal Borough of Kensington and Chelsea,51.494178,-0.18217,1.0,6.8,0.9950762425794436,638.1477932884271,1007.0942300510768,134
551,McGettigan's Fulham,SW6 1AA,London Borough of Hammersmith & Fulham,51.479888,-0.196053,1.0,6.7,0.9551437550925388,94.9423437897146,273.99174743395366,164
552,The Spencer Arms,SW15 1HJ,London Borough of Wandsworth,51.468255,-0.228088,1.0,6.8,0.9663042719124664,1335.9092506557058,1128.5495957550372,21
553,The Bull,W12 7GB,London Borough of Hammersmith & Fulham,51.506427,-0.219891,2.0,6.5,0.9716284483762077,201.95622679012556,650.2384189771814,271
554,The Salutation,W6 0QU,London Borough of Hammersmith & Fulham,51.49281,-0.233179,1.0,6.1,0.962416482365266,227.24156542508425,656.7227675825706,141
555,The Hansom Cab,W8 6EG,Royal Borough of Kensington and Chelsea,51.496289,-0.197188,1.0,6.5,0.901559771854266,561.7660594249538,125.28837807095782,168
556,The Bolton,SW5 9BQ,Royal Borough of Kensington and Chelsea,51.489676,-0.190486,1.0,6.6,0.9835548830171108,313.29667908714856,382.9335649535845,167
557,The Plough & Harrow,W6 0QU,London Borough of Hammersmith & Fulham,51.492787,-0.231361,1.0,6.0,0.9850331742521244,332.35748161943803,538.9995652848505,200
558,Prince of Teck,SW5 9RQ,Royal Borough of Kensington and Chelsea,51.492869,-0.193951,2.0,6.5,0.9584984285880572,149.92334180562418,300.0573605836409,202
559,Packhorse & Talbot,W4 2DT,London Borough of Hounslow,51.492547,-0.254768,1.0,6.4,0.9562937958328483,292.794204175052,153.3167857967246,65
561,Old Swan,W8 4DP,Royal Borough of Kensington and Chelsea,51.508947,-0.195007,1.0,6.3,0.9833104411593528,88.8831942968618,570.2691339307033,101
562,Duke of Cornwall,W6 9PH,London Borough of Hammersmith & Fulham,51.490441,-0.223717,1.0,5.2,0.9627517169130484,218.7245626814045,462.250792847236,252
563,The Pavilion,W12 0HQ,London Borough of Hammersmith & Fulham,51.518829,-0.227764,1.0,6.3,0.9598021184961004,776.0718957836519,1235.8085876854109,67
564,The Castle,W11 1LU,Royal Borough of Kensington and Chelsea,51.516616,-0.205744,1.0,6.3,0.9316819927831452,381.0429794285727,315.2670899175973,228
566,Earl of Lonsdale,W11 2QA,Royal Borough of Kensington and Chelsea,51.513457,-0.202713,1.0,6.2,0.9698149225934116,663.6570135041503,533.5152458888601,125
567,The Hand & Flower,SW6 2ES,London Borough of Hammersmith & Fulham,51.477637,-0.18982,1.0,6.2,0.8974880689093238,460.9357608626455,731.5690234084035,113
568,The Goat,W8 5NP,Royal Borough of Kensington and Chelsea,51.502137,-0.187872,1.0,6.1,0.9760121056920033,368.52687633128215,871.5560333432144,103
571,Gloucester Arms,SW7 4RB,Royal Borough of Kensington and Chelsea,51.498752,-0.183882,1.0,5.9,0.9603771388662554,612.4846888840087,978.313212362448,108
575,Aragon House,SW6 4XG,London Borough of Hammersmith & Fulham,51.472542,-0.200321,1.0,5.6,0.9391200093120708,286.2287974659657,772.7723323070827,57
578,Prince of Wales,W8 4EP,Royal Borough of Kensington and Chelsea,51.502326,-0.19078,1.0,5.4,0.9536561517867536,245.58555110954077,738.5250530306533,122
579,Oyster Rooms,SW6 1AA,London Borough of Hammersmith & Fulham,51.48028,-0.194625,1.0,5.3,0.9879455243859854,18.51341637925189,379.60375264022326,157
581,Greyhound,W8 5EP,Royal Borough of Kensington and Chelsea,51.500979,-0.189491,1.0,5.2,0.959248050285182,210.1549475214956,704.9252755016425,125
582,Small Beer,N8 8PT,London Borough of Haringey,51.580374,-0.123084,1.0,8.6,0.9498195786287976,1590.1927016126606,116.7931197033784,83
583,The Salisbury Hotel,N4 1JX,London Borough of Haringey,51.58205,-0.099412,1.0,8.1,0.9856058666045862,952.7915094850716,882.33071883049,130
584,Antwerp Arms,N17 8AS,London Borough of Haringey,51.601866,-0.074851,1.0,8.2,0.9749365615178676,1779.1730289523202,2311.0360777056394,108
585,The Mossy Well,N10 3SH,London Borough of Haringey,51.590872,-0.141728,1.0,8.1,0.965722267489233,1540.5964827352077,1709.779717733281,50
586,The Westbury,N22 6SA,London Borough of Haringey,51.593561,-0.098263,1.0,7.6,0.9820137353043884,491.3345188963179,483.9826705966457,126
587,The Kings Head,N8 8AA,London Borough of Haringey,51.578209,-0.124311,2.0,7.9,0.9484227680130368,1470.403420799082,90.01573047461113,80
588,The Maid of Muswell,N10 2DP,London Borough of Haringey,51.598682,-0.138805,1.0,7.6,0.9545128622977536,1369.5652738096728,1853.7417731442067,19
589,Ye Olde Cherry Tree,N14 6EN,London Borough of Enfield,51.625193,-0.124021,1.0,7.7,0.9564846932836688,839.6191454152051,1632.8853054509366,14
590,The Park Inn,N22 7BN,London Borough of Haringey,51.598882,-0.122629,1.0,7.0,0.932545687347224,909.0151476619094,754.6323488806273,50
591,The Ranelagh,N11 2EU,London Borough of Haringey,51.608727,-0.127178,1.0,7.2,0.984230008148062,282.38123214272497,1349.513270416306,53
592,Three Compasses,N8 7NX,London Borough of Haringey,51.58744,-0.118687,1.0,7.2,0.973786520777558,1124.45387134737,357.5994937716102,149
593,"Ortaköy, Shisha Lounge Bar",N22 6UB,London Borough of Haringey,51.594699,-0.112428,1.0,6.7,0.9260551740193226,338.70669550107107,692.4643038886677,193
594,The Duke of Edinburgh,N22 6UP,London Borough of Haringey,51.594746,-0.112583,1.0,6.7,0.8782213944825981,341.4362710013922,687.5572746632124,194
595,Earl Haig Hall,N8 9TH,London Borough of Haringey,51.580708,-0.121688,1.0,7.1,0.5939704341752997,1671.1787473533907,219.19948580187892,94
596,Spouter's Corner,N22 6EJ,London Borough of Haringey,51.596748,-0.108977,1.0,6.5,0.993071819345827,47.53932878075504,515.3539358212721,229
597,The Famous Royal Oak,N10 3QY,London Borough of Haringey,51.588349,-0.141338,1.0,7.0,0.913886625538354,1270.9350782531608,1499.769331842841,51
598,The Old Ale Emporium,N4 1EU,London Borough of Haringey,51.578009,-0.099125,1.0,7.0,0.9763659643813292,875.1952696497441,929.207791660243,139
599,Victoria Stakes,N10 3TH,London Borough of Haringey,51.587429,-0.134285,1.0,6.7,0.944972645792108,1375.6282520746545,1082.0318106826053,17
600,The Tollgate,N8 0PS,London Borough of Haringey,51.589934,-0.105519,1.0,6.5,0.9634850424863228,173.6045886628148,219.4312778309652,208
601,The Gate,N22 7SS,London Borough of Haringey,51.59837,-0.119638,1.0,6.2,0.9653590967291352,722.0177235831892,586.4557225555357,64
602,The Alex,N8 8JP,London Borough of Haringey,51.582767,-0.127495,1.0,6.7,0.982162728436736,1390.4879701992138,386.70030910892285,64
603,The Alfred Herring,N13 5TT,London Borough of Enfield,51.619207,-0.107114,1.0,6.6,0.943552554999418,1797.5013051854498,1383.845602664027,82
604,The Springfield Bar & Grill,N11 2PP,London Borough of Haringey,51.605573,-0.122862,1.0,6.0,0.9442067279711326,182.9275180327814,899.0675040809708,65
605,Railway Tavern,N8 8DH,London Borough of Haringey,51.57761,-0.1244,1.0,6.5,0.9442369922011408,1460.788579943899,156.06742697384004,86
606,Maynard Arms Crouch End,N8 8SX,London Borough of Haringey,51.581745,-0.126192,2.0,6.4,0.9700291002211616,1427.843062087922,243.10822798036656,82
611,Kiss the Sky,N8 8TD,London Borough of Haringey,51.580741,-0.124511,1.0,6.1,0.8638971016179723,1504.2681086434766,102.3018074323978,75
616,The Fox,N13 4JD,London Borough of Enfield,51.620473,-0.106617,1.0,5.7,0.9174927249447096,1917.847109358349,1244.763265215871,88
618,Inn on the Green,N13 4XS,London Borough of Enfield,51.617262,-0.109494,1.0,5.3,0.9065207775579094,1526.5682846378377,1653.1887531960003,94
620,The Fountain,N15 5DE,London Borough of Haringey,51.585068,-0.079415,1.0,5.8,0.9851984635083226,373.1553122425937,661.0542453319683,212
630,Duck in the Pond,HA3 6AA,London Borough of Harrow,51.604381,-0.327522,1.0,7.6,0.993251076708183,1457.610311066948,1133.9767081646853,51
631,Kingsfield Arms,HA1 3DF,London Borough of Harrow,51.575116,-0.343222,1.0,7.5,0.9314910953323244,633.9349555248336,1670.7651855209951,37
632,The Castle,HA1 3EF,London Borough of Harrow,51.57208825,-0.3399507827906979,1.0,7.3,0.9656687230822956,830.3295980013207,1889.3444603280043,24
633,O'Neill's,HA1 2AA,London Borough of Harrow,51.580578,-0.334227,1.0,6.9,0.9633057851239668,239.18287791815237,872.8906256616862,207
637,The Junction,HA1 2DH,London Borough of Harrow,51.579576,-0.33254,1.0,6.0,0.9648073565359097,312.9279396974379,965.6771057738416,187
638,The Moon & Sixpence,HA5 4HS,London Borough of Harrow,51.608274,-0.373095,1.0,6.1,0.9798766150622744,1806.1766671889443,2997.865839324238,18
639,Royal Oak,HA1 1JP,London Borough of Harrow,51.581653,-0.337798,1.0,5.8,0.9816109882435108,262.8541161314729,853.8330345954398,214
640,Travellers Rest,HA3 8AT,London Borough of Harrow,51.582649,-0.316822,1.0,5.9,0.9670050052380398,101.34483987831732,1184.860724441887,41
645,The New Moon,HA3 8DN,London Borough of Harrow,51.587315,-0.303992,1.0,5.7,0.9527645210103596,1084.5929346698815,1520.2845067345067,45
648,Moon on the Hill,HA1 2AW,London Borough of Harrow,51.579499,-0.334146,1.0,5.0,0.9880572692352462,201.63059430916223,989.168019737072,191
649,The Drapers Arms,N1 1ER,London Borough of Islington,51.540551,-0.108377,2.0,8.6,0.9647724362705156,500.452524972313,757.6152922491458,135
650,The Queens Head,WC1X 9NB,London Borough of Camden,51.528468,-0.118296,2.0,8.4,0.9712117332091724,298.7250278684324,550.8721433568026,272
651,The Compton Arms,N1 2XD,London Borough of Islington,51.543642,-0.10228,1.0,8.4,0.9527249447095798,393.4276103036475,238.67847190971904,178
652,Hemingford Arms Islington,N1 1DF,London Borough of Islington,51.543038,-0.113094,1.0,7.9,0.9500779885927132,164.10490649911893,438.0278665981405,160
653,King ' S Head Theatre Pub,N1 1QN,London Borough of Islington,51.538329,-0.102583,1.0,8.1,0.977553253404726,681.906363931731,761.101267756832,207
654,The Harrison,WC1H 8JF,London Borough of Camden,51.527499,-0.120534,2.0,7.9,0.960994063554883,367.1125535527736,362.7483956652082,277
655,The Duchess of Kent,N7 8PR,London Borough of Islington,51.546214,-0.108686,1.0,7.8,0.9646164590850892,155.33290959004847,273.91512412407985,173
656,The Owl & Hitchhiker,N7 6LE,London Borough of Islington,51.560451,-0.123665,1.0,7.7,0.9657292515423116,940.2341787834638,508.16552669405166,164
657,The Fellow,N1 9AA,London Borough of Islington,51.531366,-0.122304,2.0,7.5,0.983163776044698,143.4792245360398,639.3982119197452,231
658,Brewhouse & Kitchen,N5 1JJ,London Borough of Islington,51.546265,-0.101691,1.0,7.8,0.9728110813642185,426.1930504692419,161.1476800932669,129
659,The George and Monkey,EC1R 1UU,London Borough of Islington,51.529867,-0.11036,1.0,7.6,0.9653358165522058,433.14586699601455,455.2415810386136,223
660,The Landseer,N19 4JU,London Borough of Islington,51.562804,-0.123057,1.0,7.4,0.9837457804679316,856.119857899702,444.3752117836362,148
661,The Lucas Arms,WC1X 8QY,London Borough of Camden,51.528462,-0.119581,1.0,7.4,0.9510185077406588,266.6786110160908,476.8955379129745,287
662,The Tollington,N7 6DN,London Borough of Islington,51.557544,-0.112785,1.0,7.4,0.98671167500873,506.5995395363846,560.5496155376449,212
663,The Scottish Stores,N1 9DU,London Borough of Islington,51.531003,-0.120784,1.0,7.3,0.984160167617274,32.79876348976003,642.5058929659061,255
664,Union Tavern,WC1X 9AA,London Borough of Islington,51.526639,-0.113362,1.0,7.4,0.9626935164707252,673.6594906574707,718.2519102704316,161
665,The Lamb,WC1N 3LZ,London Borough of Camden,51.52308,-0.119008,1.0,7.3,0.9666138982656268,369.0650337592619,273.87012009916015,165
666,The Crown & Sceptre,W1W 6SD,City of Westminster,51.519319,-0.140713,2.0,6.9,0.9694890001164008,458.7787664268379,461.4697720404784,244
667,The Castle,N1 9HF,London Borough of Islington,51.531977,-0.109015,2.0,6.8,0.9596042369922012,231.39804931463897,258.8686240454586,209
668,The Coronet,N7 6NJ,London Borough of Islington,51.555575,-0.115634,1.0,6.3,0.9847002677220348,356.9452660097356,713.7664536655351,198
669,McGlynns,WC1H 8ET,London Borough of Camden,51.528511,-0.123216,1.0,6.3,0.9643417529973228,235.12795102755115,319.6592154851886,245
671,The Rising Sun,W1T 2EL,London Borough of Camden,51.519236,-0.133161,1.0,5.6,0.9856989873123037,174.56232985875673,72.38120559925167,291
672,The Angel,N1 9LQ,London Borough of Islington,51.53215,-0.106436,1.0,5.4,0.986825747875684,61.4990908039177,374.7821749735797,232
673,The White Swan,N1 1RY,London Borough of Islington,51.545644,-0.103444,1.0,5.3,0.9850750785705972,290.27699487919875,230.57944651388064,149
674,The General Elliott,UB8 2UR,London Borough of Hillingdon,51.542912,-0.488453,1.0,7.6,0.9132045163543244,890.9986365574505,758.9639370061924,56
675,Queens Head Uxbridge,UB8 1AB,London Borough of Hillingdon,51.545944,-0.479655,1.0,7.2,0.9339564660691422,195.601070786232,287.1996082131774,204
676,The Malt Shovel,UB8 2JE,London Borough of Hillingdon,51.529776,-0.485626,1.0,7.0,0.9804725875916656,1987.0869440468543,2071.325716349998,35
677,Swan & Bottle,UB8 1LZ,London Borough of Hillingdon,51.550784,-0.484815,1.0,6.5,0.9713258060761262,680.4703768223895,326.2321385374452,90
679,Carpenters Arms Hayes,UB4 8JJ,London Borough of Hillingdon,51.526587,-0.437838,1.0,6.2,0.8755208939587941,3135.3600321106046,239.46903067160463,57
680,Locos,UB8 3PH,London Borough of Hillingdon,51.533338,-0.473759,1.0,6.0,0.9235362588755676,1523.9386380308977,1742.3125423747122,46
682,The Good Yarn,UB8 1JX,London Borough of Hillingdon,51.547787,-0.480747,1.0,5.9,0.990476079618205,262.43189548182204,75.95565575742773,188
685,Fig Tree,UB8 1AB,London Borough of Hillingdon,51.54553,-0.480363,1.0,5.8,0.9365428937259924,261.80238208670784,312.1007564118242,204
693,The Metropolitan,UB8 1AB,London Borough of Hillingdon,51.54553,-0.480363,1.0,5.4,0.9190338726574322,261.80238208670784,312.1007564118242,204
696,The Tichenham Inn,UB10 8DF,London Borough of Hillingdon,51.564438,-0.444744,1.0,5.4,0.9598184146199512,362.63088804864856,3032.1672956409843,27
699,The Sussex Arms,TW2 5BG,London Borough of Richmond upon Thames,51.44404,-0.345864,1.0,8.8,0.9849447095797929,3331.5677530567564,1045.7807365078909,41
700,Moon Under Water,TW3 3LF,London Borough of Hounslow,51.467014,-0.369367,1.0,7.4,0.9721499243394248,534.1518474621247,406.3932184831633,189
701,The Turks Head,TW1 1LF,London Borough of Richmond upon Thames,51.456519,-0.323052,1.0,8.3,0.9828169014084508,1646.6653765310718,1043.604573019337,13
702,The Admiral Nelson,TW2 7BB,London Borough of Richmond upon Thames,51.453089,-0.358166,1.0,7.5,0.9563194040274706,2092.7528849300984,1826.7591701865597,39
703,The London Apprentice,TW7 6BG,London Borough of Hounslow,51.471303,-0.320904,1.0,7.9,0.9676987545105344,1573.0956700462148,1550.0816968298293,68
704,The Royal Oak,TW7 6EP,London Borough of Hounslow,51.467222,-0.339299,1.0,6.8,0.982456058666046,1353.419437887495,1756.1305124848618,42
705,The Rising Sun,TW7 5AQ,London Borough of Hounslow,51.475867,-0.331885,1.0,6.8,0.9162984518682342,1528.0049610718888,2382.052997997725,73
706,Ailsa Tavern,TW1 1NJ,London Borough of Richmond upon Thames,51.46053,-0.323012,1.0,6.8,0.9553579327202888,1488.7753738253484,1267.1938817018272,16
707,The Plough Inn,UB2 4LG,London Borough of Ealing,51.494919,-0.365912,1.0,6.6,0.984588522872774,1771.0980950615256,2879.42954154526,15
714,The Bulstrode pub,TW3 1JG,London Borough of Hounslow,51.470823,-0.366796,1.0,5.1,0.9669910371318822,83.44318426650207,254.9893995312805,178
719,The Red Lion,TW7 6QJ,London Borough of Hounslow,51.473544,-0.33402,1.0,5.6,0.9211267605633804,1522.3511820075514,2168.642359736244,65
721,The Albany,TW1 4EZ,London Borough of Richmond upon Thames,51.449089,-0.332202,1.0,5.9,0.9515236875800256,2629.285323311134,247.6208840240428,81
724,Town Wharf,TW7 6RJ,London Borough of Hounslow,51.469281,-0.322399,1.0,5.7,0.9561331626120358,1553.4465882535803,1549.283688340079,91
731,The Swan Inn,TW7 6XA,London Borough of Hounslow,51.46893,-0.324076,1.0,5.4,0.884011174484926,1644.7622468997083,1646.4472657964925,63
732,The Canonbury Tavern,N1 2NS,London Borough of Islington,51.544722,-0.097591,1.0,8.0,0.9757816319404028,398.76655745076266,177.78471633976028,161
733,Clissold Park Tavern,N16 9DB,London Borough of Islington,51.557833200000005,-0.0907843768782772,1.0,8.8,0.9861203585147248,1027.3711232100247,818.0348658266533,77
734,The Woodbine,N5 2LL,London Borough of Islington,51.559551,-0.098456,1.0,8.0,0.9661925270632056,508.9602439042048,307.7808505380304,93
735,Bank of Friendship,N5 1EA,London Borough of Islington,51.558456,-0.098756,1.0,8.0,0.9796833895937608,473.8314617105077,412.60386312799073,111
736,Commercial Tavern,E1 6NU,London Borough of Tower Hamlets,51.521609,-0.075667,2.0,8.0,0.9822279129321384,641.9788270800594,487.8221399619565,287
737,The Brownswood,N4 2EX,London Borough of Hackney,51.563975,-0.092735,2.0,7.7,0.9883925037830288,747.3121578504422,582.6290572915732,53
738,Edgar Wallace,WC2R 3JE,City of Westminster,51.512708,-0.112861,1.0,7.8,0.987282039343499,178.44517563305104,136.4198241701459,89
739,The Crown Tavern,EC1R 0EG,London Borough of Islington,51.523174,-0.105212,2.0,7.3,0.973816785007566,312.63114738718605,606.6592085769147,158
740,Museum Tavern,WC1B 3BA,London Borough of Camden,51.518223,-0.125809,1.0,6.9,0.965473169596089,369.2850326038956,590.0400017557141,312
741,Sekforde Arms,EC1R 0HA,London Borough of Islington,51.52424,-0.10438,1.0,6.2,0.964011174484926,434.1917044641749,475.07481534066886,162
742,The Old Crown,WC1A 1BH,London Borough of Camden,51.516906,-0.125053,2.0,6.5,0.9870562216272843,312.4084849591828,632.5182001395191,372
743,Lord Raglan,EC1A 4ER,City of London Corporation,51.516534,-0.096705,3.0,5.9,0.9717099289954604,152.0088504963756,228.16256240287015,130
744,Golden Fleece London Ec4,EC4N 1SP,City of London Corporation,51.513263,-0.09256,1.0,6.0,0.9666860668141076,125.02451116041672,397.1505576266339,181
745,The Masque Haunt,EC1V 9BP,London Borough of Islington,51.525094,-0.090488,1.0,5.5,0.9818042137120242,238.8051101580182,221.71703105221667,272
747,The Phoenix,SW3 4EE,Royal Borough of Kensington and Chelsea,51.488749,-0.16285,1.0,8.2,0.9658060761261784,633.1713353712148,438.79683451254334,77
748,The Surprise,SW3 4AJ,Royal Borough of Kensington and Chelsea,51.486266,-0.162709,1.0,7.9,0.953963450122221,838.8238157554641,687.5336121248098,55
