,name,postcode,borough,latitude,longitude,price,rating,popularity,number_of_crimes,number_of_metro,number_of_police,distance_metro,distance_police
504,The Lucas Arms,WC1X 8QY,London Borough of Camden,51.528462,-0.119581,1.0,7.4,0.9510185077406588,287,1,1.0,266.6786110160908,476.8955379129745
505,The Tollington,N7 6DN,London Borough of Islington,51.557544,-0.112785,1.0,7.4,0.98671167500873,212,0,0.0,506.5995395363846,560.5496155376449
506,The Scottish Stores,N1 9DU,London Borough of Islington,51.531003,-0.120784,1.0,7.3,0.984160167617274,255,1,0.0,32.79876348976003,642.5058929659061
507,Union Tavern,WC1X 9AA,London Borough of Islington,51.526639,-0.113362,1.0,7.4,0.9626935164707252,161,0,0.0,673.6594906574707,718.2519102704316
508,The Lamb,WC1N 3LZ,London Borough of Camden,51.52308,-0.119008,1.0,7.3,0.9666138982656268,165,1,1.0,369.0650337592619,273.87012009916015
509,The Crown & Sceptre,W1W 6SD,City of Westminster,51.519319,-0.140713,2.0,6.9,0.9694890001164008,244,2,2.0,458.7787664268379,461.46977204047835
510,The Castle,N1 9HF,London Borough of Islington,51.531977,-0.109015,2.0,6.8,0.9596042369922012,209,1,1.0,231.39804931463897,258.8686240454586
511,The Coronet,N7 6NJ,London Borough of Islington,51.555575,-0.115634,1.0,6.3,0.9847002677220348,198,1,0.0,356.9452660097356,713.7664536655351
512,McGlynns,WC1H 8ET,London Borough of Camden,51.528511,-0.123216,1.0,6.3,0.9643417529973228,245,1,1.0,235.12795102755115,319.6592154851886
513,The Rising Sun,W1T 2EL,London Borough of Camden,51.519236,-0.133161,1.0,5.6,0.9856989873123037,291,2,2.0,174.56232985875673,72.38120559925167
514,The Angel,N1 9LQ,London Borough of Islington,51.53215,-0.106436,1.0,5.4,0.986825747875684,232,1,1.0,61.4990908039177,374.7821749735797
515,The White Swan,N1 1RY,London Borough of Islington,51.545644,-0.103444,1.0,5.3,0.9850750785705972,149,1,2.0,290.27699487919875,230.57944651388064
516,The General Elliott,UB8 2UR,London Borough of Hillingdon,51.542912,-0.488453,1.0,7.6,0.9132045163543244,56,0,0.0,890.9986365574505,758.9639370061924
517,Queens Head Uxbridge,UB8 1AB,London Borough of Hillingdon,51.545944,-0.479655,1.0,7.2,0.9339564660691422,204,1,3.0,195.60107078623201,287.1996082131774
518,The Malt Shovel,UB8 2JE,London Borough of Hillingdon,51.529776,-0.485626,1.0,7.0,0.9804725875916656,35,0,0.0,1987.0869440468546,2071.325716349998
519,Swan & Bottle,UB8 1LZ,London Borough of Hillingdon,51.550784,-0.484815,1.0,6.5,0.9713258060761262,90,0,3.0,680.4703768223895,326.2321385374452
520,Carpenters Arms Hayes,UB4 8JJ,London Borough of Hillingdon,51.526587,-0.437838,1.0,6.2,0.8755208939587941,57,0,1.0,3135.3600321106046,239.46903067160466
521,Locos,UB8 3PH,London Borough of Hillingdon,51.533338,-0.473759,1.0,6.0,0.9235362588755676,46,0,0.0,1523.9386380308977,1742.3125423747122
522,The Good Yarn,UB8 1JX,London Borough of Hillingdon,51.547787,-0.480747,1.0,5.9,0.990476079618205,188,1,3.0,262.43189548182204,75.95565575742773
523,Fig Tree,UB8 1AB,London Borough of Hillingdon,51.54553,-0.480363,1.0,5.8,0.9365428937259924,204,1,3.0,261.80238208670784,312.1007564118242
524,The Metropolitan,UB8 1AB,London Borough of Hillingdon,51.54553,-0.480363,1.0,5.4,0.9190338726574322,204,1,3.0,261.80238208670784,312.1007564118242
525,The Tichenham Inn,UB10 8DF,London Borough of Hillingdon,51.564438,-0.444744,1.0,5.4,0.9598184146199512,27,1,0.0,362.63088804864856,3032.1672956409843
526,The Sussex Arms,TW2 5BG,London Borough of Richmond upon Thames,51.44404,-0.345864,1.0,8.8,0.9849447095797929,41,0,0.0,3331.5677530567564,1045.7807365078909
527,Moon Under Water,TW3 3LF,London Borough of Hounslow,51.467014,-0.369367,1.0,7.4,0.9721499243394248,189,1,1.0,534.1518474621247,406.3932184831633
528,The Turks Head,TW1 1LF,London Borough of Richmond upon Thames,51.456519,-0.323052,1.0,8.3,0.9828169014084508,13,0,0.0,1646.6653765310718,1043.604573019337
529,The Admiral Nelson,TW2 7BB,London Borough of Richmond upon Thames,51.453089,-0.358166,1.0,7.5,0.9563194040274706,39,0,0.0,2092.7528849300984,1826.7591701865595
530,The London Apprentice,TW7 6BG,London Borough of Hounslow,51.471303,-0.320904,1.0,7.9,0.9676987545105344,68,0,0.0,1573.0956700462148,1550.0816968298293
531,The Royal Oak,TW7 6EP,London Borough of Hounslow,51.467222,-0.339299,1.0,6.8,0.982456058666046,42,0,0.0,1353.419437887495,1756.1305124848618
532,The Rising Sun,TW7 5AQ,London Borough of Hounslow,51.475867,-0.331885,1.0,6.8,0.9162984518682342,73,0,0.0,1528.0049610718888,2382.052997997725
533,Ailsa Tavern,TW1 1NJ,London Borough of Richmond upon Thames,51.46053,-0.323012,1.0,6.8,0.9553579327202888,16,0,0.0,1488.7753738253484,1267.1938817018272
534,The Plough Inn,UB2 4LG,London Borough of Ealing,51.494919,-0.365912,1.0,6.6,0.984588522872774,15,0,0.0,1771.0980950615256,2879.42954154526
535,The Bulstrode pub,TW3 1JG,London Borough of Hounslow,51.470823,-0.366796,1.0,5.1,0.9669910371318822,178,1,1.0,83.44318426650207,254.9893995312805
536,The Red Lion,TW7 6QJ,London Borough of Hounslow,51.473544,-0.33402,1.0,5.6,0.9211267605633804,65,0,0.0,1522.3511820075514,2168.6423597362436
537,The Albany,TW1 4EZ,London Borough of Richmond upon Thames,51.449089,-0.332202,1.0,5.9,0.9515236875800256,81,0,3.0,2629.285323311134,247.62088402404282
538,Town Wharf,TW7 6RJ,London Borough of Hounslow,51.469281,-0.322399,1.0,5.7,0.9561331626120358,91,0,0.0,1553.4465882535803,1549.283688340079
539,The Swan Inn,TW7 6XA,London Borough of Hounslow,51.46893,-0.324076,1.0,5.4,0.884011174484926,63,0,0.0,1644.7622468997085,1646.4472657964923
540,The Canonbury Tavern,N1 2NS,London Borough of Islington,51.544722,-0.097591,1.0,8.0,0.9757816319404028,161,0,1.0,398.76655745076266,177.78471633976028
541,Clissold Park Tavern,N16 9DB,London Borough of Islington,51.557833200000005,-0.0907843768782772,1.0,8.8,0.9861203585147248,77,0,0.0,1027.3711232100247,818.0348658266533
542,The Woodbine,N5 2LL,London Borough of Islington,51.559551,-0.098456,1.0,8.0,0.9661925270632056,93,0,2.0,508.96024390420484,307.7808505380304
543,Bank of Friendship,N5 1EA,London Borough of Islington,51.558456,-0.098756,1.0,8.0,0.9796833895937608,111,1,1.0,473.8314617105077,412.60386312799073
544,Commercial Tavern,E1 6NU,London Borough of Tower Hamlets,51.521609,-0.075667,2.0,8.0,0.9822279129321384,287,0,2.0,641.9788270800594,487.8221399619565
545,The Brownswood,N4 2EX,London Borough of Hackney,51.563975,-0.092735,2.0,7.7,0.9883925037830288,53,0,0.0,747.3121578504422,582.6290572915732
546,Edgar Wallace,WC2R 3JE,City of Westminster,51.512708,-0.112861,1.0,7.8,0.987282039343499,89,1,2.0,178.44517563305104,136.4198241701459
547,The Crown Tavern,EC1R 0EG,London Borough of Islington,51.523174,-0.105212,2.0,7.3,0.973816785007566,158,1,0.0,312.63114738718605,606.6592085769147
548,Museum Tavern,WC1B 3BA,London Borough of Camden,51.518223,-0.125809,1.0,6.9,0.965473169596089,312,2,0.0,369.2850326038956,590.0400017557141
549,Sekforde Arms,EC1R 0HA,London Borough of Islington,51.52424,-0.10438,1.0,6.2,0.964011174484926,162,1,1.0,434.1917044641749,475.07481534066886
550,The Old Crown,WC1A 1BH,London Borough of Camden,51.516906,-0.125053,2.0,6.5,0.9870562216272843,372,3,0.0,312.4084849591828,632.5182001395191
551,Lord Raglan,EC1A 4ER,City of London Corporation,51.516534,-0.096705,3.0,5.9,0.9717099289954604,130,2,3.0,152.0088504963756,228.16256240287018
552,Golden Fleece London Ec4,EC4N 1SP,City of London Corporation,51.513263,-0.09256,1.0,6.0,0.9666860668141076,181,5,3.0,125.02451116041672,397.1505576266339
553,The Masque Haunt,EC1V 9BP,London Borough of Islington,51.525094,-0.090488,1.0,5.5,0.9818042137120242,272,1,2.0,238.8051101580182,221.71703105221667
554,The Phoenix,SW3 4EE,Royal Borough of Kensington and Chelsea,51.488749,-0.16285,1.0,8.2,0.9658060761261784,77,0,1.0,633.1713353712148,438.79683451254334
555,The Surprise,SW3 4AJ,Royal Borough of Kensington and Chelsea,51.486266,-0.162709,1.0,7.9,0.953963450122221,55,0,0.0,838.8238157554641,687.5336121248098
556,The Enterprise,SW3 2HU,Royal Borough of Kensington and Chelsea,51.495209,-0.165887,1.0,8.2,0.9828378535676872,127,0,2.0,494.5648370868164,323.06848060881936
557,The Woodman,SW11 3HX,London Borough of Wandsworth,51.473515,-0.17383,1.0,8.4,0.9633663135839832,100,0,0.0,1643.022356253887,529.7844458178375
558,The Sands End,SW6 2PR,London Borough of Hammersmith & Fulham,51.471154,-0.187251,1.0,8.9,0.968422768013037,89,0,0.0,1105.5692091238136,1276.4967031838526
559,The Prince Albert,SW11 4PF,London Borough of Wandsworth,51.47984,-0.165875,1.0,7.8,0.9763682923990222,46,0,1.0,1570.7579091519744,363.62713887937304
560,The Queen's Arms,SW7 5QL,Royal Borough of Kensington and Chelsea,51.499377,-0.180939,3.0,8.1,0.9834757304155513,65,0,0.0,797.3062393477113,1180.2064539124601
561,The Ship,SW18 1TB,London Borough of Wandsworth,51.463534,-0.188116,3.0,8.4,0.9683552554999418,57,0,0.0,1543.763220149665,705.4923012906818
562,The Bunch of Grapes,SW3 1LA,Royal Borough of Kensington and Chelsea,51.497592,-0.167005,1.0,7.4,0.9945803748108486,119,0,0.0,560.4994902518109,503.15185111411904
563,Leinster Arms,W2 3EU,City of Westminster,51.511416,-0.1827,1.0,8.1,0.9737329763706204,197,3,0.0,318.3760467860413,782.7909480326974
564,Coach & Horses,W1J 5LD,City of Westminster,51.509055,-0.147408,1.0,8.0,0.9674356885112328,179,1,0.0,411.9978812418274,516.5292426244606
565,The Waterside,SW6 2SU,London Borough of Hammersmith & Fulham,51.473405,-0.181951,1.0,7.6,0.9482528227214528,59,0,0.0,1180.9713686465602,927.5447816638978
566,The Antelope,SW1W 8EZ,Royal Borough of Kensington and Chelsea,51.494014,-0.155534,1.0,7.3,0.9569479688045628,95,1,0.0,163.53644323980177,511.95396813259305
567,The Sydney Arms,SW3 6NJ,Royal Borough of Kensington and Chelsea,51.488642,-0.169781,1.0,6.8,0.9468350599464556,111,0,2.0,638.1097907962385,437.17733189677887
568,The Swan,W2 3PH,City of Westminster,51.511629,-0.176984,1.0,7.7,0.98606914212548,114,2,0.0,141.94192527099327,655.29963049242
569,The White Ferry House,SW1V 4LD,City of Westminster,51.489015,-0.146668,1.0,7.3,0.9602910022116168,185,0,2.0,763.6574047150366,191.1389204283477
570,Buckingham Arms,SW1H 9EU,City of Westminster,51.499165,-0.136659,1.0,7.6,0.9808497264579212,136,1,6.0,197.72877359363662,92.75148272266695
571,The Punch Bowl,W1J 5RP,City of Westminster,51.509121,-0.149474,1.0,7.5,0.9614969153765568,167,0,0.0,534.7989875966995,637.4538466909966
572,The Mitre,W2 3QH,City of Westminster,51.512367,-0.178551,1.0,7.5,0.9429961587708068,158,2,0.0,243.1591036743204,582.2997545583812
573,Chelsea Potter,SW3 4PL,Royal Borough of Kensington and Chelsea,51.488446,-0.165872,1.0,6.5,0.9784285880572692,103,0,2.0,787.3939295458447,396.1193129098799
574,The Albert,SW1H 0NP,City of Westminster,51.497703,-0.135533,1.0,7.0,0.9988196950296824,168,1,6.0,248.9256764860708,138.66550335459775
575,The Gloucester,SW1X 9QR,Royal Borough of Kensington and Chelsea,51.499942,-0.159535,1.0,6.7,0.9931672680712372,119,1,2.0,201.4529860759683,154.52144379934924
576,Bag O'Nails,SW1W 0PP,City of Westminster,51.498007,-0.144138,1.0,6.7,0.9885834012338494,114,1,2.0,153.52312525109244,379.5542757088187
577,The Waterfront,SW18 1TS,London Borough of Wandsworth,51.464356,-0.185605,1.0,6.8,0.9544872541031312,82,0,0.0,1633.0755949881684,756.4322713480154
578,The Junction,SW11 1SA,London Borough of Wandsworth,51.463308,-0.169861,1.0,6.7,0.9751530671633104,225,0,1.0,1928.8535728313736,95.61738234397406
579,The Falcon,SW11 1RU,London Borough of Wandsworth,51.463824,-0.168084,2.0,6.6,0.9807519497148178,215,0,2.0,1868.421137342305,88.96274259841759
580,The London and South Western,SW11 1LJ,London Borough of Wandsworth,51.46402,-0.16766,1.0,6.6,0.9875916656966592,215,0,2.0,1860.545121452291,113.47835597538656
581,The Feathers,SW1H 0BH,City of Westminster,51.499229,-0.132958,1.0,6.6,0.9819974391805376,128,1,6.0,86.49439594445911,56.37820290605261
582,The Gallery,SW1V 3AS,City of Westminster,51.488724,-0.134304,1.0,6.4,0.9912932138284252,174,1,0.0,96.28753965749229,868.6258773741225
583,The Northcote,SW11 1NT,London Borough of Wandsworth,51.460623,-0.167097,1.0,6.6,0.9651425910836924,183,0,1.0,1601.597457400039,414.6780155917482
584,Shepherds Tavern Mayfair,W1J 7SS,City of Westminster,51.506238,-0.14747,1.0,6.4,0.9796298451868234,151,2,0.0,330.727100478607,739.6275318959881
585,Shakespeare,SW1W 0RP,City of Westminster,51.49635,-0.144869,2.0,6.2,0.9956116866488184,136,1,1.0,67.14551367749498,237.32520365449892
586,Two Chairmen,SW1H 9BP,City of Westminster,51.50048,-0.131648,1.0,6.4,0.9729111861250146,167,2,6.0,180.28216734583302,116.64615860149824
587,The Clarence,W1S 4LB,City of Westminster,51.507819,-0.141382,1.0,6.4,0.9871702944942382,239,1,1.0,153.26659530224202,422.4368080938771
588,Zetland Arms,SW7 3EX,Royal Borough of Kensington and Chelsea,51.493446,-0.175839,1.0,5.7,0.9727971132580608,91,2,0.0,211.94236541401358,561.3182510084836
589,Morpeth Arms,SW1P 4RW,City of Westminster,51.489307,-0.128732,1.0,6.3,0.9517820975439414,135,1,0.0,299.1226741664142,576.8848635783846
590,The White Swan,SW1V 2SA,City of Westminster,51.489887,-0.131401,1.0,6.2,0.9797252939122336,136,1,0.0,144.43904388567321,755.6997201348993
591,The Victoria,SW1W 0NR,City of Westminster,51.495591,-0.146063,1.0,6.0,0.9888650913746944,132,1,1.0,183.14343739633793,255.05611667752135
592,Hoop & Toy,SW7 2HQ,Royal Borough of Kensington and Chelsea,51.494711,-0.174247,1.0,5.6,0.977017809335351,85,1,0.0,113.58480343970466,502.4054561404266
593,Travellers Tavern,SW1W 9RB,City of Westminster,51.492968,-0.148937,1.0,5.7,0.9895122802933304,120,1,2.0,497.10588029932336,195.52015601603952
594,The Willow Walk,SW1V 1LW,City of Westminster,51.495111,-0.142417,1.0,5.8,0.9962425794436036,202,1,1.0,201.54082482519684,46.366044301178064
595,Brass Monkey,SW1V 1AU,City of Westminster,51.494376,-0.140758,1.0,5.8,0.9650401583052032,220,1,2.0,336.72071318075496,136.7490392863816
596,The Old Star,SW1H 0DB,City of Westminster,51.4999,-0.133649,1.0,5.8,0.9957956000465604,123,1,6.0,29.19082451584765,48.231572146937786
597,The Barley Mow,SW1P 2EE,City of Westminster,51.495014,-0.131673,1.0,5.7,0.985929461063904,206,0,4.0,545.2443339864299,277.63038280012006
598,Greencoat Boy,SW1P 1PJ,City of Westminster,51.496337,-0.135813,1.0,5.4,0.9832941450355024,212,1,6.0,396.83922314724583,69.17490451762276
599,The Ram,KT1 1HL,Royal Borough of Kingston upon Thames,51.407998,-0.307852,1.0,8.4,0.9747968804562914,123,0,2.0,6163.892120795689,67.03807551820846
600,The Grey Horse,KT2 5EE,Royal Borough of Kingston upon Thames,51.414203,-0.300544,1.0,8.7,0.9651286229775348,213,0,1.0,5453.498408168677,21.183684332117448
601,Woody's,KT1 1HH,Royal Borough of Kingston upon Thames,51.408361,-0.308181,1.0,8.1,0.9410382958910488,120,0,2.0,6125.5724460930005,80.45721103946586
602,The Antelope,KT6 4AW,Royal Borough of Kingston upon Thames,51.395155,-0.307821,1.0,8.9,0.9729554184611804,81,0,0.0,7587.989393923213,1065.4937903538644
603,The Foresters,KT1 4DG,London Borough of Richmond upon Thames,51.41405,-0.312708,1.0,7.6,0.9376812943778372,40,0,0.0,5534.321080242302,746.2418441282807
604,The Boaters Inn,KT2 5AU,Royal Borough of Kingston upon Thames,51.418664,-0.30581,1.0,7.6,0.9626190199045512,33,0,0.0,4970.498297227506,637.1509924947208
605,The Mute Swan,KT8 9BN,London Borough of Richmond upon Thames,51.404703,-0.3423,1.0,8.3,0.9418042137120242,8,0,0.0,7101.9675242190915,544.3730650730693
606,The Lamb,KT6 5NF,Royal Borough of Kingston upon Thames,51.392002,-0.311366,1.0,8.0,0.9657432196484692,67,0,0.0,7957.105843385032,1053.810011008672
607,The Cocoanut,KT1 2RF,Royal Borough of Kingston upon Thames,51.406828,-0.298407,1.0,7.3,0.9160609940635548,108,0,0.0,6275.431658006386,619.370413494723
608,The Wych Elm,KT2 6HT,Royal Borough of Kingston upon Thames,51.417169,-0.294091,1.0,7.4,0.9329530904434874,53,0,0.0,5143.6249510535645,556.2442999291645
609,Prince of Wales East Molesey,KT8 9EU,Surrey County Council,51.402698,-0.344513,1.0,8.0,0.9522546419098143,2,0,0.0,7367.485444188985,785.3647183265684
610,La Cloche at the Lion,TW11 9DN,London Borough of Richmond upon Thames,51.418003,-0.318373,1.0,7.3,0.9527179606565008,33,0,0.0,5176.928329769483,1324.1137699602464
611,The Adelaide,TW11 0AU,London Borough of Richmond upon Thames,51.423666,-0.334627,1.0,7.8,0.9017157490396926,32,0,1.0,4965.429732899232,127.74487148311184
612,The Cardinal,KT2 5QG,Royal Borough of Kingston upon Thames,51.426511,-0.298151,1.0,7.4,0.6736002793621232,26,0,0.0,4088.4835611180088,1394.058055807419
613,The Kingston Mill,KT1 1HN,Royal Borough of Kingston upon Thames,51.407007,-0.308175,1.0,6.7,0.8987172622511931,114,0,2.0,6275.557330792387,165.32872527415984
614,The Limping Fox,KT7 0UX,Surrey County Council,51.386031,-0.323829,1.0,7.5,0.9908256880733946,0,0,0.0,8735.604023469034,1833.7113341778686
615,The Masons Arms,TW11 8PJ,London Borough of Richmond upon Thames,51.426705,-0.339017,1.0,7.5,0.9394133395413804,38,0,1.0,4821.61171978249,348.19407988949354
616,Druids Head,KT1 1JT,Royal Borough of Kingston upon Thames,51.409151,-0.306425,1.0,6.5,0.9754580374810848,232,0,2.0,6028.706316180791,95.78273531200445
617,Ye Olde Swan,KT7 0QQ,Surrey County Council,51.392906,-0.331848,1.0,7.3,0.8776758409785933,0,0,0.0,8110.038122555441,1535.8215022819456
618,George & Dragon,KT7 0RY,Surrey County Council,51.389848,-0.333415,1.0,7.3,0.944954128440367,1,0,0.0,8466.57083046675,1863.180926328248
619,Prince of Wales,KT6 6AL,Royal Borough of Kingston upon Thames,51.389519,-0.297773,1.0,7.1,0.9695774647887324,68,0,2.0,7296.140053176921,168.58513843524815
620,Willoughby Arms,KT2 6LN,Royal Borough of Kingston upon Thames,51.415426,-0.292033,1.0,6.7,0.9329461063904084,81,0,0.0,5350.695326084926,597.53714469961
621,The New Inn,TW10 7DB,London Borough of Richmond upon Thames,51.436199,-0.305113,1.0,7.2,0.9409754394133396,6,0,0.0,3023.735482184885,712.28439988
622,The Cricketers,KT1 2UL,Royal Borough of Kingston upon Thames,51.407563,-0.297781,1.0,6.4,0.8472028867419392,176,0,0.0,6194.95362265476,644.9339990848463
623,The Swan,KT1 4DB,London Borough of Richmond upon Thames,51.412624,-0.310824,1.0,6.3,0.9507950180421372,98,0,0.0,5673.35094184808,543.1273731044746
624,The Railway Pub,TW11 0BB,London Borough of Richmond upon Thames,51.424276,-0.332793,1.0,6.9,0.9168920963799324,38,0,1.0,4847.893501893543,166.4374561683648
625,Teddington Arms Teddington,TW11 8EW,London Borough of Richmond upon Thames,51.427043,-0.332043,1.0,6.9,0.9155465021534164,44,0,1.0,4549.53848663231,326.48266199758586
626,Harts Boatyard,KT6 4ES,Royal Borough of Kingston upon Thames,51.397012,-0.312004,1.0,6.5,0.9568501920614596,21,0,0.0,7407.229124354643,1302.8060912594356
627,The Berrylands,KT5 8LS,Royal Borough of Kingston upon Thames,51.398264,-0.28044,1.0,6.7,0.926397392620184,15,0,0.0,5833.050813769029,1615.4068161487676
628,Tide End Cottage,TW11 9NN,London Borough of Richmond upon Thames,51.429379,-0.32295,1.0,6.8,0.9119147945524386,22,0,0.0,4054.557001073331,982.3158673015929
629,The Queens Head,KT2 5HA,Royal Borough of Kingston upon Thames,51.418659,-0.301423,1.0,6.3,0.9544919101385172,31,0,0.0,4958.324610301868,517.7528471829382
630,The Kings Tun,KT1 1QT,Royal Borough of Kingston upon Thames,51.41143,-0.300753,2.0,6.1,0.988420439995344,271,0,1.0,5761.847543898571,292.59041180024514
631,The Spring Grove,KT1 2SF,Royal Borough of Kingston upon Thames,51.403301,-0.299619,1.0,6.2,0.9419601908974508,51,0,0.0,6666.104524993848,757.5760972129757
632,O'Neill's,KT1 1BQ,Royal Borough of Kingston upon Thames,51.409136,-0.305611,1.0,5.8,0.9255383540914912,233,0,2.0,6026.867193513501,128.4447792239067
633,The Albion,KT8 9HA,Surrey County Council,51.402372,-0.344526,1.0,6.6,0.9018567639257294,2,0,0.0,7401.0904791218245,806.5595993220111
634,Royal Oak,KT6 7AA,Royal Borough of Kingston upon Thames,51.385261,-0.294952,1.0,6.5,0.9493563031079036,30,0,4.0,7213.634652001145,44.503112860205896
635,The Surbiton Flyer,KT6 4NS,Royal Borough of Kingston upon Thames,51.392693,-0.304916,1.0,6.2,0.9544174135723432,86,0,0.0,7630.636676363104,727.7499205345578
636,The Victoria,KT6 4JT,Royal Borough of Kingston upon Thames,51.392151,-0.307162,1.0,6.2,0.9787847747642882,84,0,0.0,7797.286242089094,808.1403978673717
637,The Gazebo,KT1 1QN,Royal Borough of Kingston upon Thames,51.410669,-0.307521,1.0,5.4,0.9128529856826912,251,0,2.0,5866.006928177285,258.8271048969217
638,Bacchus,KT1 1RP,Royal Borough of Kingston upon Thames,51.409638,-0.305308,1.0,5.3,0.91570015132115,242,0,2.0,5969.959580273123,183.43021329014266
639,Waggon & Horses,KT6 4TW,Royal Borough of Kingston upon Thames,51.399021,-0.301834,1.0,5.8,0.9748667209870796,36,0,0.0,7142.157174869887,1093.7294571897392
640,The Hand & Flower,TW10 5LA,London Borough of Richmond upon Thames,51.432227,-0.306594,1.0,6.1,0.9183052031195436,18,0,0.0,3474.087807141926,845.5359470741425
641,Park Tavern,KT2 6AP,Royal Borough of Kingston upon Thames,51.419479,-0.287759,1.0,5.6,0.8973204516354324,31,0,0.0,4947.764872663592,1062.1990176423506
642,The Hogarth,TW11 8QY,London Borough of Richmond upon Thames,51.425837,-0.336795,1.0,5.9,0.9366476545221744,38,0,1.0,4824.9361809645625,168.31802635648415
643,Black Lion,KT6 5PL,Royal Borough of Kingston upon Thames,51.391936,-0.310492,1.0,5.6,0.8042813455657493,70,0,0.0,7958.971869755166,995.9033320858975
644,Coronation Hall,KT6 4LQ,Royal Borough of Kingston upon Thames,51.393786,-0.303618,1.0,5.4,0.9673053195204284,77,0,0.0,7497.59142476316,766.5762689412717
645,The Kings Arms,SE1 8TB,London Borough of Lambeth,51.504593,-0.109372,2.0,8.5,0.9798160866022582,216,2,1.0,310.6020749839653,307.0167233573926
646,The Old Red Lion,SE11 4RS,London Borough of Lambeth,51.489365,-0.105265,2.0,9.0,0.9882225584914446,146,1,0.0,132.97640979850706,550.8490045129727
647,The Black Dog,SE11 5ER,London Borough of Lambeth,51.488749,-0.120925,2.0,8.2,0.9708695146083112,190,1,1.0,357.8566653809047,149.72674182563603
648,Ship & Shovel,WC2N 5PH,City of Westminster,51.50756,-0.124782,1.0,7.7,0.9793318589221278,428,3,4.0,135.55392675840883,122.04533131992704
649,The Crown & Cushion,SE1 7HR,London Borough of Lambeth,51.499309,-0.113683,1.0,7.4,0.9779257362355954,215,2,4.0,113.12807279550857,241.27273751822372
650,Coach & Horses,W1J 6PT,City of Westminster,51.510941,-0.144064,1.0,8.0,0.9941077872191828,328,3,2.0,475.7681091919864,213.16458749258325
651,The Windmill,W1S 2AZ,City of Westminster,51.512479,-0.142397,1.0,7.9,0.9842928646257711,403,2,2.0,310.6644710269352,127.63148667057088
652,The Toucan,W1D 3BY,City of Westminster,51.515128,-0.133094,1.0,7.7,0.9703503666627866,886,1,1.0,231.51693953085655,498.72430388339166
653,The Duchy Arms,SE11 5UG,London Borough of Lambeth,51.489157,-0.114453,1.0,7.4,0.978510068676522,141,0,1.0,603.1408541424871,430.07968280085413
654,The Rose,SE1 7TL,London Borough of Lambeth,51.489698,-0.122637,1.0,7.0,0.9839669421487603,157,1,1.0,414.32879697223984,154.2380144019827
655,The Chandos,WC2N 4ER,City of Westminster,51.509578,-0.12676,2.0,6.9,0.9906274007682458,926,4,5.0,243.0290551067739,156.9096067810056
656,The Clachan,W1B 5QH,City of Westminster,51.513555,-0.140186,3.0,7.1,0.988704458153882,478,1,2.0,192.55089501303158,226.33506699397603
657,Old Coffee House,W1F 9SF,City of Westminster,51.512552,-0.137315,2.0,6.9,0.97350250261902,993,1,1.0,349.913251564944,287.06746263181594
658,The Marquis,WC2N 4HS,City of Westminster,51.509793,-0.125622,1.0,6.6,0.976203003142824,846,4,4.0,273.09734262641206,78.67470456468469
659,Argyll Arms,W1F 7TP,City of Westminster,51.515018,-0.141312,1.0,6.9,0.9904295192643464,386,1,2.0,18.892726062019193,221.51867614329782
660,The Kings Head,W1S 4RX,City of Westminster,51.508693,-0.141218,1.0,6.8,0.9721336282155744,297,1,1.0,241.96976213321832,325.03330575658504
661,The White Hart,WC2B 5QD,London Borough of Camden,51.5145112,-0.1219002,1.0,6.6,0.9751181468979164,301,2,0.0,228.5142718791921,514.7320287787425
662,Westminster Arms,SW1P 3AT,City of Westminster,51.500567,-0.129764,1.0,6.3,0.9876940984751484,138,2,6.0,304.36670915396746,223.25383871598137
663,The Blue Posts,W1T 3ET,City of Westminster,51.516966,-0.135457,1.0,6.5,0.9735513909905716,552,3,2.0,313.8026074345358,305.6645895520559
664,Blue Posts,W1B 5PX,City of Westminster,51.512884,-0.139495,1.0,6.4,0.9859364451169828,647,1,2.0,279.94845366490574,183.00992097468566
665,Glassblower,W1B 5JY,City of Westminster,51.510567,-0.136965,1.0,5.9,0.9773530438831336,877,0,1.0,214.2318832501538,314.2153925468651
666,The Rockingham Arms,SE1 6BN,London Borough of Southwark,51.49595,-0.099705,1.0,5.7,0.9856081946222792,265,1,2.0,151.86315931496574,405.8766980113514
667,Ladywell Tavern,SE13 7HS,London Borough of Lewisham,51.456374,-0.021407,1.0,8.0,0.9768082877429868,120,0,0.0,2488.7129479333066,1094.5472044424707
668,The Ivy House,SE15 3BE,London Borough of Southwark,51.458219,-0.052017,1.0,8.7,0.9741892678384356,42,0,0.0,2116.8509267641266,1071.1782274859718
669,Skehans Freehouse,SE14 5TW,London Borough of Lewisham,51.467481,-0.0494,1.0,8.4,0.9709603072983356,53,0,0.0,1116.629224056533,1098.8635290540317
670,Blythe Hill Tavern,SE23 1JB,London Borough of Lewisham,51.4423194,-0.033722,1.0,8.4,0.9629938307531136,96,0,1.0,3757.807899054418,303.88106323621463
671,Catford Bridge Tavern,SE6 4RE,London Borough of Lewisham,51.444608,-0.024363,1.0,7.9,0.9563333721336282,152,0,0.0,3649.208227394111,731.2997421017901
672,The Waverley Arms,SE15 3BU,London Borough of Southwark,51.461315,-0.047024,1.0,7.9,0.9878803398905832,49,0,0.0,1678.3963850751636,676.125030496942
673,Ninth Life,SE6 4BD,London Borough of Lewisham,51.445213,-0.019424,1.0,7.6,0.9831381678500756,194,0,0.0,3706.1469580258913,1037.2493383201277
